Program Code,Program URL,Class ID,Class Name,Catalogue,Units,Prerequisites,Restrictions,Class Section,Time,Days,Class Type,Instructor
ANTH,https://classes.usc.edu/term-20241/classes/ANTH/,ANTH 609:, Global Biopolitics ,"Develops appreciation of the concept of ""biopolitics"" to place alongside ""bioethics"" -- along with corresponding philosophical notions of life and death.",(4.0 units),Not available,Not available,10669R,2:00-4:50pm,Thursday,Lecture,Peter Redfield
ANTH,https://classes.usc.edu/term-20241/classes/ANTH/,ANTH 790:, Research ,Research leading to the doctorate. Maximum number of units which may be applied to the degree to be determined by the department. Graded CR/NC.,(1.0-12.0 units),Not available,Restriction:  Registration open to the following class level(s): Doctoral Student,10700D,TBA,TBA,Lecture,Peter Redfield
ARCG,https://classes.usc.edu/term-20241/classes/ARCG/,ARCG 202g:, Archaeology: Our Human Past ,"Archaeology as the means of investigating our shared human past, from the origins of humanity to the foundations of current civilization.",(4.0 units),Not available,Not available,10704D,5:00-6:20pm,"Tue, Thu",Lecture,Tracie Mayfield
ARCG,https://classes.usc.edu/term-20241/classes/ARCG/,ARCG 298aL:, Introduction to Scientific Diving ,"Extensive academic preparation in the physics, physiology, safety, and methodology for in-water scientific diving.",(2.0 units),Not available,Not available,33015D,5:00-5:50pm,Wednesday,Lecture,Hanna Reed
ARCG,https://classes.usc.edu/term-20241/classes/ARCG/,ARCG 304:, Ethics and Global Heritage ,"Archaeology and global heritage debates, laws, ethical conundrums, and stakeholder perspectives reveal goals and guiding values of societys exploration of the past.",(4.0 units),Not available,Not available,60061R,12:00-2:50pm,Wednesday,Lecture,Lynn Dodd
ARCG,https://classes.usc.edu/term-20241/classes/ARCG/,ARCG 309:, Heritage Archaeology ,"An introduction to the field of heritage studies as it is practiced today, examining archaeological, ethnohistorical and ethnographic theory and methodologies, mixed-methods approaches and research.",(4.0 units),Not available,Not available,10774R,11:00-12:20pm,"Tue, Thu",Lecture,Tracie Mayfield
ARCG,https://classes.usc.edu/term-20241/classes/ARCG/,ARCG 310:, Archaeology of the Americas ,"Pre-Columbian culture from early hunters to the Spanish conquest in major geographical areas of Mexico, Central America, Peru, or the United States.",(4.0 units),Not available,Not available,10616R,2:00-3:20pm,"Tue, Thu",Lecture,Eric Heller
ARCG,https://classes.usc.edu/term-20241/classes/ARCG/,ARCG 322:, Roman Art and Archaeology ,"Survey of the art and architecture of ancient Rome and its empire, from the beginnings of the city through Constantine (8th century BCE to 4th century CE).",(4.0 units),Not available,Not available,11924R,11:00-12:20pm,"Tue, Thu",Lecture,John Pollini
ARCG,https://classes.usc.edu/term-20241/classes/ARCG/,ARCG 370gp:, Digs and Dispute: Religion and Archaeology in Israel ,Investigates contemporary conflicts in the discovery of the ancient world. Students will ask essential questions about the power of discovering and showcasing specific narratives.,(4.0 units),Not available,Not available,38225R,11:00-12:20pm,"Tue, Thu",Lecture,"Kristine Garroway,Leah Hochman"
ARCG,https://classes.usc.edu/term-20241/classes/ARCG/,ARCG 490x:, Directed Research ,Individual research and readings. Not available for graduate credit.,"(1.0-8.0 units, max 12)",Not available,Not available,59998D,TBA,TBA,Lecture,
ARAB,https://classes.usc.edu/term-20241/classes/ARAB/,ARAB 122:, Arabic I ,"Introduction to Modern Standard Arabic: Development of speaking, listening, reading, and writing skills in contemporary cultural contexts. (Duplicates credit in former MDES 122)",(4.0 units),Not available,Not available,41504D,11:00-11:50am,MTuWTh,Lecture,Suzanne Wali
ARAB,https://classes.usc.edu/term-20241/classes/ARAB/,ARAB 152:, Arabic II ,Continuation of Arabic I. Prerequisite: ARAB-122. (Duplicates credit in former MDES 152),(4.0 units),Prerequisite: 1 from (ARAB 122 or MDES 122),Not available,41514R,9:00-9:50am,MTuWTh,Lecture,Brady Ryan
ARAB,https://classes.usc.edu/term-20241/classes/ARAB/,ARAB 222:, Arabic III ,"Intermediate Modern Standard Arabic. Continued development of speaking, listening, reading, and writing skills. Prerequisite: ARAB 152. (Duplicates credit in former MDES 222)",(4.0 units),Prerequisite: 1 from (ARAB 152 or MDES 152),Not available,41520R,1:00-1:50pm,MTuWTh,Lecture,Suzanne Wali
ARAB,https://classes.usc.edu/term-20241/classes/ARAB/,ARAB 252:, Arabic IV ,"Continuation of Arabic III. Continued development of speaking, listening, reading, and writing skills in Modern Standard Arabic. Prerequisite: ARAB 222. (Duplicates credit in former MDES 252)",(4.0 units),Prerequisite: 1 from (ARAB 222 or MDES 222),Not available,41528R,12:00-12:50pm,MTuWTh,Lecture,Brady Ryan
ARAB,https://classes.usc.edu/term-20241/classes/ARAB/,ARAB 352:, Advanced Arabic II ,Continuation of Advanced Arabic I. Prerequisite: ARAB 322. (Duplicates credit in former MDES 352),(4.0 units),Prerequisite: 1 from (ARAB 322 or MDES 322),Not available,41544R,2:00-2:50pm,MTuWTh,Lecture,Suzanne Wali
AHIS,https://classes.usc.edu/term-20241/classes/AHIS/,AHIS 121gp:, Foundations of Western Art: Renaissance to Contemporary ,"European art and its legacy in the Americas. Painting, sculpture, architecture and other visual media considered in relation to social and cultural history.",(4.0 units),Not available,Not available,11818R,11:00-12:20pm,"Tue, Thu",Lecture,Amy Ogata
AHIS,https://classes.usc.edu/term-20241/classes/AHIS/,AHIS 125gp:, Arts of Asia: Antiquity to 1300 ,"An introduction to the major art forms and monuments of religious art in India, Southeast Asia, China and Japan from prehistory to1300.",(4.0 units),Not available,Not available,11838R,12:30-1:50pm,"Tue, Thu",Lecture,Sonya Lee
AHIS,https://classes.usc.edu/term-20241/classes/AHIS/,AHIS 215g:, Studies in Architecture and Urbanism ,"Analyzing a wide range of case studies, this course provides a roadmap to analyze and interpret the built environment in many different eras and contexts.",(4.0 units),Not available,Not available,11873R,12:30-1:50pm,"Tue, Thu",Lecture,Vittoria Di Palma
AHIS,https://classes.usc.edu/term-20241/classes/AHIS/,AHIS 282:, Korean Art ,"Introduction to the richness and complexity of artistic expression in Korean art through the study of paintig, sculpture, ceramics, and architecture through the 19th century.",(4.0 units),Not available,Not available,11900R,10:00-11:20am,"Mon, Wed",Lecture,Yoonah Hwang
AHIS,https://classes.usc.edu/term-20241/classes/AHIS/,AHIS 304mg:," Art, Power and Identity in Renaissance Italy ","Explores the visual, material and performative aspects of Italian culture in the expression of power and the construction of identity in the Renaissance.",(4.0 units),Not available,Not available,11912D,2:00-3:20pm,"Tue, Thu",Lecture-Discussion,Lisa Pon
AHIS,https://classes.usc.edu/term-20241/classes/AHIS/,AHIS 322:, Roman Art and Archaeology ,"Survey of the art and architecture of ancient Rome and its empire, from the beginnings of the city through Constantine (8th century BCE to 4th century CE).",(4.0 units),Not available,Not available,11924R,11:00-12:20pm,"Tue, Thu",Lecture,John Pollini
AHIS,https://classes.usc.edu/term-20241/classes/AHIS/,AHIS 330:, Medieval Art ,Introductory survey of art and architecture of Christianity from 300-1300; biblical themes and classical traditions; cultural and historical analysis of medieval art.,(4.0 units),Not available,Not available,11930R,9:30-10:50am,"Tue, Thu",Lecture,Luke Fidler
AHIS,https://classes.usc.edu/term-20241/classes/AHIS/,AHIS 366g:," Picturing Democracy: American Art and Visual Culture, 1750-1900 ",Studies the art and visual culture of the United States from nation formation to the World's Columbian Exposition of 1893.,(4.0 units),Not available,Not available,11959R,11:00-12:20pm,"Tue, Thu",Lecture-Discussion,Kate Flint
AHIS,https://classes.usc.edu/term-20241/classes/AHIS/,AHIS 369:, Modern Art II: 1851-1940 ,"An examination of European modern art and design, focusing on industrialization, urbanism, primitivisim, colonialism, and their relations to the arts.",(4.0 units),Not available,Not available,11967R,2:00-3:20pm,"Tue, Thu",Lecture,Kimia Shahi
AHIS,https://classes.usc.edu/term-20241/classes/AHIS/,AHIS 370g:, Modern Art III: 1940 to the Present ,Questions of social engagement and political structure address this examination of major international movements in art since 1940.,(4.0 units),Not available,Not available,11968R,9:30-10:50am,"Tue, Thu",Lecture,Samantha Burton
AHIS,https://classes.usc.edu/term-20241/classes/AHIS/,AHIS 373g:, History and Theory of Photography ,Explores key moments in the history of photography from its invention to the present. Issues include modernity and mass culture; photography as a fine art; technologies of vision.,(4.0 units),Not available,Not available,11971R,12:30-1:50pm,"Tue, Thu",Lecture,Samantha Burton
AHIS,https://classes.usc.edu/term-20241/classes/AHIS/,AHIS 381g:, Visual Cultures of Asia ,"Exploration of one or more major traditions of visual culture in Asia through cross-cultural, interdisciplinary perspectives.",(4.0 units),Not available,Not available,11977R,2:00-3:20pm,"Mon, Wed",Lecture-Discussion,Yoonah Hwang
AHIS,https://classes.usc.edu/term-20241/classes/AHIS/,AHIS 400x:, Undergraduate Apprenticeship ,"Independent work in art museums, galleries or art history related institutes supervised by on-site professionals and USC faculty. Not available for credit for AHIS majors. CR/NC","(2.0 units, max 4)",Not available,Restriction:  Registration open to the following major(s): Art History,11988D,TBA,TBA,Lecture,Hector Reyes
AHIS,https://classes.usc.edu/term-20241/classes/AHIS/,AHIS 427:," Archaeological Theories, Methods, and Practice ","Various theoretical approaches, methods, and practice of archaeology in a seminar style format, with lectures, oral presentations, and museum visits.",(4.0 units),Not available,Not available,11995D,2:00-4:50pm,Thursday,Lecture,John Pollini
AHIS,https://classes.usc.edu/term-20241/classes/AHIS/,AHIS 449:, History of Prints and Drawings ,Aspects of the history of the graphic arts; stylistic and technical considerations may both be included or specific areas stressed at the choice of the instructor.,(4.0 units),Not available,Not available,12008D,2:00-4:50pm,Monday,Lecture,Elissa Watters
AHIS,https://classes.usc.edu/term-20241/classes/AHIS/,AHIS 470:, Studies in Contemporary Art ,In-depth exploration of specified topics within the area of contemporary art and architecture.,"(4.0 units, max 8)",Not available,Not available,12025D,TBA,TBA,Lecture,Suzanne Hudson
AHIS,https://classes.usc.edu/term-20241/classes/AHIS/,AHIS 490x:, Directed Research ,Individual research and readings. Not available for graduate credit.,"(1.0-8.0 units, max 12)",Not available,Not available,12042D,TBA,TBA,Lecture,Hector Reyes
AHIS,https://classes.usc.edu/term-20241/classes/AHIS/,AHIS 492:, Museum Educator Training ,Experiential research conducted at the Getty Center museum; supervised development of docent skills.,(2.0 units),Not available,Not available,12043D,TBA,TBA,Lecture,Hector Reyes
AHIS,https://classes.usc.edu/term-20241/classes/AHIS/,AHIS 494:, Undergraduate Proseminar in Art History ,"Historiography and methodology: introduction to techniques of research and writing. Required of all art history majors, preferably in junior year.",(4.0 units),Not available,Not available,12045D,2:00-4:50pm,Tuesday,Lecture,Hector Reyes
AHIS,https://classes.usc.edu/term-20241/classes/AHIS/,AHIS 495a:, Undergraduate Honors Thesis ,Research and writing of original thesis under guidance of faculty member. Prereq: Consent of instructor.,(2.0 units),Not available,Not available,12047D,TBA,TBA,Lecture,Hector Reyes
AHIS,https://classes.usc.edu/term-20241/classes/AHIS/,AHIS 495b:, Undergraduate Honors Thesis ,Research and writing of original thesis under guidance of faculty member. Prereq: Consent of instructor.,(2.0 units),Prerequisite: 1 from (FA 495A or AHIS 495A),Not available,12048D,TBA,TBA,Lecture,Hector Reyes
AHIS,https://classes.usc.edu/term-20241/classes/AHIS/,AHIS 510:, Seminar in Ancient Art ,,"(4.0 units, max 16)",Not available,Not available,12064D,9:30-12:20pm,Monday,Lecture,Ann Marie Yasin
AHIS,https://classes.usc.edu/term-20241/classes/AHIS/,AHIS 511:, Seminar in Medieval Art ,,"(4.0 units, max 16)",Not available,Not available,12065D,2:00-4:50pm,Thursday,Lecture,Luke Fidler
